# Acesta este un export al documentului cu Statistica Pe Candidați de
# pe site-ul BEC oficial, de aici http://www.becparlamentare2012.ro/statistici%20rezultate%20finale.html
#
# Acest fișier este folosit de results_2012_import.php pentru a asocia
# un număr de voturi cu fiecare candidat în parte și a le adăuga în baza
# noastră de date în tabelele proprii.
#
# NUME,NumeCompetitor,Nr circumscriptie,Nume circ,Colegiu senat,Colegiu Deputati,Total voturi pe colegiu,Total alegatori prezenti,Voturi Obtinute de candidat,Mandat Atribuit,Procent
#
ZISOPOL DRAGOŞ-GABRIEL,UNIUNEA ELENĂ DIN ROMÂNIA,22,HUNEDOARA,,4,21764,22517,19,0,0.09%
BRÂNDUŞE AURICĂ-CONSTANTIN,ALIANŢA ROMÂNIA DREAPTĂ,22,HUNEDOARA,,4,21764,22517,1377,0,6.33%
RESMERIŢĂ CORNEL-CRISTIAN,UNIUNEA SOCIAL LIBERALĂ,22,HUNEDOARA,,4,21764,22517,14738,1,67.72%
BABOCZI IMRE,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,22,HUNEDOARA,,5,26902,27857,837,0,3.11%
GVOZDENOVICI SLAVOMIR,UNIUNEA SÂRBILOR DIN ROMÂNIA,22,HUNEDOARA,,5,26902,27857,12,0,0.04%
MAROCICO ION,UNIUNEA UCRAINENILOR DIN ROMÂNIA,22,HUNEDOARA,,5,26902,27857,21,0,0.08%
LONGHER GHERVAZEN,UNIUNEA POLONEZILOR DIN ROMÂNIA,22,HUNEDOARA,,5,26902,27857,12,0,0.04%
IBRAM IUSEIN,UNIUNEA DEMOCRATĂ TURCĂ DIN ROMÂNIA,22,HUNEDOARA,,5,26902,27857,19,0,0.07%
GANŢ OVIDIU-VICTOR,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA,22,HUNEDOARA,,5,26902,27857,59,0,0.22%
GROSARU MIRCEA,ASOCIAŢIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.,22,HUNEDOARA,,5,26902,27857,17,0,0.06%
VAINER AUREL,FEDERAŢIA COMUNITĂŢILOR EVREIEŞTI DIN ROMÂNIA,22,HUNEDOARA,,5,26902,27857,21,0,0.08%
PAMBUCCIAN VARUJAN,UNIUNEA ARMENILOR DIN ROMÂNIA,22,HUNEDOARA,,5,26902,27857,20,0,0.07%
FIRCZAK GHEORGHE,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,22,HUNEDOARA,,5,26902,27857,35,0,0.13%
STANCU IONEL,ASOCIAŢIA MACEDONENILOR DIN ROMÂNIA,22,HUNEDOARA,,5,26902,27857,28,0,0.10%
ANDRONACHE EMANOEL,PARTIDUL ROMÂNIA MARE,22,HUNEDOARA,,5,26902,27857,675,0,2.51%
IACOB-RIDZI MONICA-MARIA,PARTIDUL POPORULUI - DAN DIACONESCU,22,HUNEDOARA,,5,26902,27857,11686,1,43.44%
GHERA GIURECI-SLOBODAN,UNIUNEA CROAŢILOR DIN ROMÂNIA,22,HUNEDOARA,,5,26902,27857,30,0,0.11%
IGNAT MIRON,COMUNITATEA RUŞILOR LIPOVENI DIN ROMÂNIA,22,HUNEDOARA,,5,26902,27857,13,0,0.05%
MANOLESCU OANA,ASOCIAŢIA LIGA ALBANEZILOR DIN ROMÂNIA,22,HUNEDOARA,,5,26902,27857,23,0,0.09%
ZISOPOL DRAGOŞ-GABRIEL,UNIUNEA ELENĂ DIN ROMÂNIA,22,HUNEDOARA,,5,26902,27857,19,0,0.07%
LĂUTARU ALEXANDRU,ALIANŢA ROMÂNIA DREAPTĂ,22,HUNEDOARA,,5,26902,27857,619,0,2.30%
RUS IOAN,UNIUNEA SOCIAL LIBERALĂ,22,HUNEDOARA,,5,26902,27857,12654,0,47.04%
PĂUN NICOLAE,"ASOCIAŢIA PARTIDA ROMILOR ""PRO-EUROPA""",22,HUNEDOARA,,5,26902,27857,41,0,0.15%
MIRCOVICI NICULAE,UNIUNEA BULGARĂ DIN BANAT - ROMÂNIA,22,HUNEDOARA,,5,26902,27857,15,0,0.06%
MERKA ADRIAN-MIROSLAV,UNIUNEA DEMOCRATICĂ A SLOVACILOR ŞI CEHILOR DIN ROMÂNIA,22,HUNEDOARA,,5,26902,27857,9,0,0.03%
AMET VAROL,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA,22,HUNEDOARA,,5,26902,27857,37,0,0.14%
IGNAT MIRON,COMUNITATEA RUŞILOR LIPOVENI DIN ROMÂNIA,22,HUNEDOARA,,6,27682,28404,5,0,0.02%
MERKA ADRIAN-MIROSLAV,UNIUNEA DEMOCRATICĂ A SLOVACILOR ŞI CEHILOR DIN ROMÂNIA,22,HUNEDOARA,,6,27682,28404,20,0,0.07%
FIRCZAK GHEORGHE,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,22,HUNEDOARA,,6,27682,28404,133,0,0.48%
AMET VAROL,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA,22,HUNEDOARA,,6,27682,28404,8,0,0.03%
STANCU IONEL,ASOCIAŢIA MACEDONENILOR DIN ROMÂNIA,22,HUNEDOARA,,6,27682,28404,33,0,0.12%
MAROCICO ION,UNIUNEA UCRAINENILOR DIN ROMÂNIA,22,HUNEDOARA,,6,27682,28404,12,0,0.04%
IBRAM IUSEIN,UNIUNEA DEMOCRATĂ TURCĂ DIN ROMÂNIA,22,HUNEDOARA,,6,27682,28404,33,0,0.12%
GANŢ OVIDIU-VICTOR,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA,22,HUNEDOARA,,6,27682,28404,100,0,0.36%
GROSARU MIRCEA,ASOCIAŢIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.,22,HUNEDOARA,,6,27682,28404,21,0,0.08%
MIRCOVICI NICULAE,UNIUNEA BULGARĂ DIN BANAT - ROMÂNIA,22,HUNEDOARA,,6,27682,28404,16,0,0.06%
VAINER AUREL,FEDERAŢIA COMUNITĂŢILOR EVREIEŞTI DIN ROMÂNIA,22,HUNEDOARA,,6,27682,28404,20,0,0.07%
PAMBUCCIAN VARUJAN,UNIUNEA ARMENILOR DIN ROMÂNIA,22,HUNEDOARA,,6,27682,28404,24,0,0.09%
LONGHER GHERVAZEN,UNIUNEA POLONEZILOR DIN ROMÂNIA,22,HUNEDOARA,,6,27682,28404,8,0,0.03%
MUNTEAN MIRCIA,ALIANŢA ROMÂNIA DREAPTĂ,22,HUNEDOARA,,6,27682,28404,7557,1,27.30%
ŢÎMPĂU RADU-BOGDAN,UNIUNEA SOCIAL LIBERALĂ,22,HUNEDOARA,,6,27682,28404,15958,1,57.65%
BURJAN GRIGORIE,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,22,HUNEDOARA,,6,27682,28404,1181,0,4.27%
TODEA IOAN,PARTIDUL ALIANŢA SOCIALISTĂ,22,HUNEDOARA,,6,27682,28404,287,0,1.04%
IONESCU TUDOR,PARTIDUL ROMÂNIA MARE,22,HUNEDOARA,,6,27682,28404,456,0,1.65%
MUNTEAN MARIAN,PARTIDUL POPORULUI - DAN DIACONESCU,22,HUNEDOARA,,6,27682,28404,1746,0,6.31%
GHERA GIURECI-SLOBODAN,UNIUNEA CROAŢILOR DIN ROMÂNIA,22,HUNEDOARA,,6,27682,28404,12,0,0.04%
MANOLESCU OANA,ASOCIAŢIA LIGA ALBANEZILOR DIN ROMÂNIA,22,HUNEDOARA,,6,27682,28404,13,0,0.05%
ZISOPOL DRAGOŞ-GABRIEL,UNIUNEA ELENĂ DIN ROMÂNIA,22,HUNEDOARA,,6,27682,28404,9,0,0.03%
PĂUN NICOLAE,"ASOCIAŢIA PARTIDA ROMILOR ""PRO-EUROPA""",22,HUNEDOARA,,6,27682,28404,17,0,0.06%
GVOZDENOVICI SLAVOMIR,UNIUNEA SÂRBILOR DIN ROMÂNIA,22,HUNEDOARA,,6,27682,28404,13,0,0.05%
BUMBESCU SORINA-SIMONA,PARTIDUL ALIANŢA SOCIALISTĂ,22,HUNEDOARA,,7,25587,26468,118,0,0.46%
GVOZDENOVICI SLAVOMIR,UNIUNEA SÂRBILOR DIN ROMÂNIA,22,HUNEDOARA,,7,25587,26468,9,0,0.04%
MAROCICO ION,UNIUNEA UCRAINENILOR DIN ROMÂNIA,22,HUNEDOARA,,7,25587,26468,12,0,0.05%
LONGHER GHERVAZEN,UNIUNEA POLONEZILOR DIN ROMÂNIA,22,HUNEDOARA,,7,25587,26468,10,0,0.04%
IBRAM IUSEIN,UNIUNEA DEMOCRATĂ TURCĂ DIN ROMÂNIA,22,HUNEDOARA,,7,25587,26468,19,0,0.07%
GANŢ OVIDIU-VICTOR,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA,22,HUNEDOARA,,7,25587,26468,51,0,0.20%
GROSARU MIRCEA,ASOCIAŢIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.,22,HUNEDOARA,,7,25587,26468,26,0,0.10%
VAINER AUREL,FEDERAŢIA COMUNITĂŢILOR EVREIEŞTI DIN ROMÂNIA,22,HUNEDOARA,,7,25587,26468,16,0,0.06%
PAMBUCCIAN VARUJAN,UNIUNEA ARMENILOR DIN ROMÂNIA,22,HUNEDOARA,,7,25587,26468,23,0,0.09%
FIRCZAK GHEORGHE,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,22,HUNEDOARA,,7,25587,26468,21,0,0.08%
ROMANESCU CLAUDIU-GRIGORE,PARTIDUL ROMÂNIA MARE,22,HUNEDOARA,,7,25587,26468,457,0,1.79%
MUZSIC ROBERT EUGEN,PARTIDUL POPORULUI - DAN DIACONESCU,22,HUNEDOARA,,7,25587,26468,1985,0,7.76%
GHERA GIURECI-SLOBODAN,UNIUNEA CROAŢILOR DIN ROMÂNIA,22,HUNEDOARA,,7,25587,26468,15,0,0.06%
IGNAT MIRON,COMUNITATEA RUŞILOR LIPOVENI DIN ROMÂNIA,22,HUNEDOARA,,7,25587,26468,9,0,0.04%
MANOLESCU OANA,ASOCIAŢIA LIGA ALBANEZILOR DIN ROMÂNIA,22,HUNEDOARA,,7,25587,26468,29,0,0.11%
ZISOPOL DRAGOŞ-GABRIEL,UNIUNEA ELENĂ DIN ROMÂNIA,22,HUNEDOARA,,7,25587,26468,15,0,0.06%
TAKACS ARANKA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,22,HUNEDOARA,,7,25587,26468,1243,0,4.86%
PĂUN NICOLAE,"ASOCIAŢIA PARTIDA ROMILOR ""PRO-EUROPA""",22,HUNEDOARA,,7,25587,26468,62,0,0.24%
MIRCOVICI NICULAE,UNIUNEA BULGARĂ DIN BANAT - ROMÂNIA,22,HUNEDOARA,,7,25587,26468,39,0,0.15%
MERKA ADRIAN-MIROSLAV,UNIUNEA DEMOCRATICĂ A SLOVACILOR ŞI CEHILOR DIN ROMÂNIA,22,HUNEDOARA,,7,25587,26468,40,0,0.16%
AMET VAROL,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA,22,HUNEDOARA,,7,25587,26468,15,0,0.06%
STANCU IONEL,ASOCIAŢIA MACEDONENILOR DIN ROMÂNIA,22,HUNEDOARA,,7,25587,26468,55,0,0.21%
ŞTEFAN NICUŞOR-EDUARD,ALIANŢA ROMÂNIA DREAPTĂ,22,HUNEDOARA,,7,25587,26468,2974,0,11.62%
HĂRĂU ELEONORA-CARMEN,UNIUNEA SOCIAL LIBERALĂ,22,HUNEDOARA,,7,25587,26468,18344,1,71.69%
NICULA VASILE-COSMIN,UNIUNEA SOCIAL LIBERALĂ,22,HUNEDOARA,1,,48555,50374,29630,1,61.02%
MÂRZA FLORIN,ALIANŢA ROMÂNIA DREAPTĂ,22,HUNEDOARA,1,,48555,50374,2784,0,5.73%
ANDRAŞ IOSIF,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,22,HUNEDOARA,1,,48555,50374,1772,0,3.65%
RĂDOI MIRCEA-MARIAN,PARTIDUL ROMÂNIA MARE,22,HUNEDOARA,1,,48555,50374,1736,0,3.58%
VOCHIŢOIU HARALAMBIE,PARTIDUL POPORULUI - DAN DIACONESCU,22,HUNEDOARA,1,,48555,50374,12633,1,26.02%
GLIGOR DORIN-OLIVIU,ALIANŢA ROMÂNIA DREAPTĂ,22,HUNEDOARA,2,,44384,46090,8286,0,18.67%
PĂRAN DORIN,UNIUNEA SOCIAL LIBERALĂ,22,HUNEDOARA,2,,44384,46090,26285,1,59.22%
KOCSIS ATTILA-LEVENTE,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,22,HUNEDOARA,2,,44384,46090,508,0,1.14%
LEMAC SORIN-GEORGE,PARTIDUL ALIANŢA SOCIALISTĂ,22,HUNEDOARA,2,,44384,46090,496,0,1.12%
POENAR CORNEL,PARTIDUL ROMÂNIA MARE,22,HUNEDOARA,2,,44384,46090,2308,0,5.20%
VLADU CRISTIAN-MARIUS,PARTIDUL POPORULUI - DAN DIACONESCU,22,HUNEDOARA,2,,44384,46090,6501,0,14.65%
SICOE VIRGIL,PARTIDUL ROMÂNIA MARE,22,HUNEDOARA,3,,76864,79237,2063,0,2.68%
RĂILEANU-ILCU MARIETA,ALIANŢA ROMÂNIA DREAPTĂ,22,HUNEDOARA,3,,76864,79237,10095,0,13.13%
CÂMPEANU MARIANA,UNIUNEA SOCIAL LIBERALĂ,22,HUNEDOARA,3,,76864,79237,53386,1,69.46%
POGOCSAN FERDINAND-ZOLTAN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,22,HUNEDOARA,3,,76864,79237,2860,0,3.72%
BRÎNDUŞE IOAN,PARTIDUL ALIANŢA SOCIALISTĂ,22,HUNEDOARA,3,,76864,79237,628,0,0.82%
HARABAGIU IULIAN,PARTIDUL POPORULUI - DAN DIACONESCU,22,HUNEDOARA,3,,76864,79237,7332,0,9.54%
LASZLO GRIGORIE-PAVEL,ERDÉLYI MAGYAR NÉPPÁRT - PARTIDUL POPULAR MAGHIAR DIN TRANSILVANIA,22,HUNEDOARA,3,,76864,79237,500,0,0.65%
CATANA DUMITRU,PARTIDUL POPORULUI - DAN DIACONESCU,25,ILFOV,,1,29465,30610,3057,0,10.38%
VAINER AUREL,FEDERAŢIA COMUNITĂŢILOR EVREIEŞTI DIN ROMÂNIA,25,ILFOV,,1,29465,30610,16,0,0.05%
GROSARU MIRCEA,ASOCIAŢIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.,25,ILFOV,,1,29465,30610,13,0,0.04%
MAROCICO ION,UNIUNEA UCRAINENILOR DIN ROMÂNIA,25,ILFOV,,1,29465,30610,7,0,0.02%
GVOZDENOVICI SLAVOMIR,UNIUNEA SÂRBILOR DIN ROMÂNIA,25,ILFOV,,1,29465,30610,17,0,0.06%
MANOLESCU OANA,ASOCIAŢIA LIGA ALBANEZILOR DIN ROMÂNIA,25,ILFOV,,1,29465,30610,28,0,0.10%
IBRAM IUSEIN,UNIUNEA DEMOCRATĂ TURCĂ DIN ROMÂNIA,25,ILFOV,,1,29465,30610,43,0,0.15%
GANŢ OVIDIU-VICTOR,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA,25,ILFOV,,1,29465,30610,51,0,0.17%
MERKA ADRIAN-MIROSLAV,UNIUNEA DEMOCRATICĂ A SLOVACILOR ŞI CEHILOR DIN ROMÂNIA,25,ILFOV,,1,29465,30610,9,0,0.03%
FIRCZAK GHEORGHE,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,25,ILFOV,,1,29465,30610,7,0,0.02%
PAMBUCCIAN VARUJAN,UNIUNEA ARMENILOR DIN ROMÂNIA,25,ILFOV,,1,29465,30610,28,0,0.10%
PĂUN NICOLAE,"ASOCIAŢIA PARTIDA ROMILOR ""PRO-EUROPA""",25,ILFOV,,1,29465,30610,78,0,0.26%
ZISOPOL DRAGOŞ-GABRIEL,UNIUNEA ELENĂ DIN ROMÂNIA,25,ILFOV,,1,29465,30610,27,0,0.09%
IGNAT MIRON,COMUNITATEA RUŞILOR LIPOVENI DIN ROMÂNIA,25,ILFOV,,1,29465,30610,15,0,0.05%
MIRCOVICI NICULAE,UNIUNEA BULGARĂ DIN BANAT - ROMÂNIA,25,ILFOV,,1,29465,30610,22,0,0.07%
GHEŢU GHEORGHE,PARTIDUL ROMÂNIA MARE,25,ILFOV,,1,29465,30610,752,0,2.55%
DAVIŢOIU GEORGE-SORIN,PARTIDUL POPULAR,25,ILFOV,,1,29465,30610,174,0,0.59%
AMET VAROL,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA,25,ILFOV,,1,29465,30610,12,0,0.04%
GHERA GIURECI-SLOBODAN,UNIUNEA CROAŢILOR DIN ROMÂNIA,25,ILFOV,,1,29465,30610,12,0,0.04%
LONGHER GHERVAZEN,UNIUNEA POLONEZILOR DIN ROMÂNIA,25,ILFOV,,1,29465,30610,13,0,0.04%
STANCU IONEL,ASOCIAŢIA MACEDONENILOR DIN ROMÂNIA,25,ILFOV,,1,29465,30610,34,0,0.12%
NAGY SZABOLCS,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,25,ILFOV,,1,29465,30610,37,0,0.13%
BOGACIU ION,ALIANŢA ROMÂNIA DREAPTĂ,25,ILFOV,,1,29465,30610,3024,0,10.26%
STROE RADU,UNIUNEA SOCIAL LIBERALĂ,25,ILFOV,,1,29465,30610,21989,1,74.63%
MUREA SORINA-ANGELA,PARTIDUL ROMÂNIA MARE,25,ILFOV,,2,29662,30817,532,0,1.79%
STANCU IONEL,ASOCIAŢIA MACEDONENILOR DIN ROMÂNIA,25,ILFOV,,2,29662,30817,41,0,0.14%
GANŢ OVIDIU-VICTOR,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA,25,ILFOV,,2,29662,30817,57,0,0.19%
MERKA ADRIAN-MIROSLAV,UNIUNEA DEMOCRATICĂ A SLOVACILOR ŞI CEHILOR DIN ROMÂNIA,25,ILFOV,,2,29662,30817,12,0,0.04%
PAMBUCCIAN VARUJAN,UNIUNEA ARMENILOR DIN ROMÂNIA,25,ILFOV,,2,29662,30817,21,0,0.07%
GROSARU MIRCEA,ASOCIAŢIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.,25,ILFOV,,2,29662,30817,17,0,0.06%
PĂUN NICOLAE,"ASOCIAŢIA PARTIDA ROMILOR ""PRO-EUROPA""",25,ILFOV,,2,29662,30817,92,0,0.31%
ZISOPOL DRAGOŞ-GABRIEL,UNIUNEA ELENĂ DIN ROMÂNIA,25,ILFOV,,2,29662,30817,15,0,0.05%
IGNAT MIRON,COMUNITATEA RUŞILOR LIPOVENI DIN ROMÂNIA,25,ILFOV,,2,29662,30817,4,0,0.01%
FIRCZAK GHEORGHE,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,25,ILFOV,,2,29662,30817,5,0,0.02%
VAINER AUREL,FEDERAŢIA COMUNITĂŢILOR EVREIEŞTI DIN ROMÂNIA,25,ILFOV,,2,29662,30817,14,0,0.05%
MAROCICO ION,UNIUNEA UCRAINENILOR DIN ROMÂNIA,25,ILFOV,,2,29662,30817,10,0,0.03%
GVOZDENOVICI SLAVOMIR,UNIUNEA SÂRBILOR DIN ROMÂNIA,25,ILFOV,,2,29662,30817,31,0,0.10%
MANOLESCU OANA,ASOCIAŢIA LIGA ALBANEZILOR DIN ROMÂNIA,25,ILFOV,,2,29662,30817,44,0,0.15%
IBRAM IUSEIN,UNIUNEA DEMOCRATĂ TURCĂ DIN ROMÂNIA,25,ILFOV,,2,29662,30817,59,0,0.20%
LONGHER GHERVAZEN,UNIUNEA POLONEZILOR DIN ROMÂNIA,25,ILFOV,,2,29662,30817,17,0,0.06%
MIRCOVICI NICULAE,UNIUNEA BULGARĂ DIN BANAT - ROMÂNIA,25,ILFOV,,2,29662,30817,21,0,0.07%
KÖLCSEY NORBERT,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,25,ILFOV,,2,29662,30817,32,0,0.11%
MARIN MIRCEA,ALIANŢA ROMÂNIA DREAPTĂ,25,ILFOV,,2,29662,30817,3825,0,12.90%
PEIA NINEL,UNIUNEA SOCIAL LIBERALĂ,25,ILFOV,,2,29662,30817,20239,1,68.23%
DUMITRU CĂTĂLIN,PARTIDUL POPORULUI - DAN DIACONESCU,25,ILFOV,,2,29662,30817,4377,0,14.76%
DRĂGHICI GEORGE,PARTIDUL POPULAR,25,ILFOV,,2,29662,30817,157,0,0.53%
AMET VAROL,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA,25,ILFOV,,2,29662,30817,24,0,0.08%
GHERA GIURECI-SLOBODAN,UNIUNEA CROAŢILOR DIN ROMÂNIA,25,ILFOV,,2,29662,30817,16,0,0.05%
VOINEA MIRCEA,ALIANŢA ROMÂNIA DREAPTĂ,25,ILFOV,,3,28888,30175,3261,0,11.29%
FIRCZAK GHEORGHE,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,25,ILFOV,,3,28888,30175,7,0,0.02%
IBRAM IUSEIN,UNIUNEA DEMOCRATĂ TURCĂ DIN ROMÂNIA,25,ILFOV,,3,28888,30175,33,0,0.11%
MIRCOVICI NICULAE,UNIUNEA BULGARĂ DIN BANAT - ROMÂNIA,25,ILFOV,,3,28888,30175,21,0,0.07%
GANŢ OVIDIU-VICTOR,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA,25,ILFOV,,3,28888,30175,52,0,0.18%
MERKA ADRIAN-MIROSLAV,UNIUNEA DEMOCRATICĂ A SLOVACILOR ŞI CEHILOR DIN ROMÂNIA,25,ILFOV,,3,28888,30175,10,0,0.03%
PAMBUCCIAN VARUJAN,UNIUNEA ARMENILOR DIN ROMÂNIA,25,ILFOV,,3,28888,30175,24,0,0.08%
GROSARU MIRCEA,ASOCIAŢIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.,25,ILFOV,,3,28888,30175,12,0,0.04%
PĂUN NICOLAE,"ASOCIAŢIA PARTIDA ROMILOR ""PRO-EUROPA""",25,ILFOV,,3,28888,30175,177,0,0.61%
ZISOPOL DRAGOŞ-GABRIEL,UNIUNEA ELENĂ DIN ROMÂNIA,25,ILFOV,,3,28888,30175,32,0,0.11%
MANOLESCU OANA,ASOCIAŢIA LIGA ALBANEZILOR DIN ROMÂNIA,25,ILFOV,,3,28888,30175,27,0,0.09%
IGNAT MIRON,COMUNITATEA RUŞILOR LIPOVENI DIN ROMÂNIA,25,ILFOV,,3,28888,30175,12,0,0.04%
THUMA HUBERT PETRU ŞTEFAN,UNIUNEA SOCIAL LIBERALĂ,25,ILFOV,,3,28888,30175,19861,1,68.75%
BURLACU ŞTEFAN,PARTIDUL POPORULUI - DAN DIACONESCU,25,ILFOV,,3,28888,30175,4597,1,15.91%
IVANOVICI CONSTANTIN,PARTIDUL ROMÂNIA MARE,25,ILFOV,,3,28888,30175,438,0,1.52%
MOISE IONEL,PARTIDUL POPULAR,25,ILFOV,,3,28888,30175,137,0,0.47%
AMET VAROL,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA,25,ILFOV,,3,28888,30175,18,0,0.06%
GHERA GIURECI-SLOBODAN,UNIUNEA CROAŢILOR DIN ROMÂNIA,25,ILFOV,,3,28888,30175,13,0,0.05%
VERES NORBERT-ANDREI,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,25,ILFOV,,3,28888,30175,43,0,0.15%
LONGHER GHERVAZEN,UNIUNEA POLONEZILOR DIN ROMÂNIA,25,ILFOV,,3,28888,30175,22,0,0.08%
STANCU IONEL,ASOCIAŢIA MACEDONENILOR DIN ROMÂNIA,25,ILFOV,,3,28888,30175,36,0,0.12%
VAINER AUREL,FEDERAŢIA COMUNITĂŢILOR EVREIEŞTI DIN ROMÂNIA,25,ILFOV,,3,28888,30175,12,0,0.04%
MAROCICO ION,UNIUNEA UCRAINENILOR DIN ROMÂNIA,25,ILFOV,,3,28888,30175,16,0,0.06%
GVOZDENOVICI SLAVOMIR,UNIUNEA SÂRBILOR DIN ROMÂNIA,25,ILFOV,,3,28888,30175,27,0,0.09%
PRUNESCU-NIŢĂ ION,PARTIDUL POPULAR,25,ILFOV,,4,29397,30486,127,0,0.43%
GVOZDENOVICI SLAVOMIR,UNIUNEA SÂRBILOR DIN ROMÂNIA,25,ILFOV,,4,29397,30486,16,0,0.05%
ZISOPOL DRAGOŞ-GABRIEL,UNIUNEA ELENĂ DIN ROMÂNIA,25,ILFOV,,4,29397,30486,31,0,0.11%
MANOLESCU OANA,ASOCIAŢIA LIGA ALBANEZILOR DIN ROMÂNIA,25,ILFOV,,4,29397,30486,54,0,0.18%
IBRAM IUSEIN,UNIUNEA DEMOCRATĂ TURCĂ DIN ROMÂNIA,25,ILFOV,,4,29397,30486,47,0,0.16%
GANŢ OVIDIU-VICTOR,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA,25,ILFOV,,4,29397,30486,110,0,0.37%
MERKA ADRIAN-MIROSLAV,UNIUNEA DEMOCRATICĂ A SLOVACILOR ŞI CEHILOR DIN ROMÂNIA,25,ILFOV,,4,29397,30486,9,0,0.03%
PAMBUCCIAN VARUJAN,UNIUNEA ARMENILOR DIN ROMÂNIA,25,ILFOV,,4,29397,30486,38,0,0.13%
GROSARU MIRCEA,ASOCIAŢIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.,25,ILFOV,,4,29397,30486,15,0,0.05%
MAROCICO ION,UNIUNEA UCRAINENILOR DIN ROMÂNIA,25,ILFOV,,4,29397,30486,10,0,0.03%
PĂUN NICOLAE,"ASOCIAŢIA PARTIDA ROMILOR ""PRO-EUROPA""",25,ILFOV,,4,29397,30486,51,0,0.17%
IGNAT MIRON,COMUNITATEA RUŞILOR LIPOVENI DIN ROMÂNIA,25,ILFOV,,4,29397,30486,18,0,0.06%
MIRCOVICI NICULAE,UNIUNEA BULGARĂ DIN BANAT - ROMÂNIA,25,ILFOV,,4,29397,30486,12,0,0.04%
AMET VAROL,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA,25,ILFOV,,4,29397,30486,31,0,0.11%
GHERA GIURECI-SLOBODAN,UNIUNEA CROAŢILOR DIN ROMÂNIA,25,ILFOV,,4,29397,30486,24,0,0.08%
LONGHER GHERVAZEN,UNIUNEA POLONEZILOR DIN ROMÂNIA,25,ILFOV,,4,29397,30486,13,0,0.04%
STANCU IONEL,ASOCIAŢIA MACEDONENILOR DIN ROMÂNIA,25,ILFOV,,4,29397,30486,69,0,0.23%
FIRCZAK GHEORGHE,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA,25,ILFOV,,4,29397,30486,20,0,0.07%
VAINER AUREL,FEDERAŢIA COMUNITĂŢILOR EVREIEŞTI DIN ROMÂNIA,25,ILFOV,,4,29397,30486,35,0,0.12%
TASNADI ŞTEFAN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,25,ILFOV,,4,29397,30486,63,0,0.21%
COVACI FLORIN-RĂDUCU,ALIANŢA ROMÂNIA DREAPTĂ,25,ILFOV,,4,29397,30486,3717,0,12.64%
HELLVIG EDUARD-RAUL,UNIUNEA SOCIAL LIBERALĂ,25,ILFOV,,4,29397,30486,20797,1,70.75%
PIHA GEORGE,PARTIDUL POPORULUI - DAN DIACONESCU,25,ILFOV,,4,29397,30486,4090,0,13.91%
FIREA GABRIELA,UNIUNEA SOCIAL LIBERALĂ,25,ILFOV,1,,59386,61427,44309,1,74.61%
